customer_id,first_purchase_date,last_purchase_date,total_orders,total_revenue,total_quantity,recency_days,lifetime_days,avg_order_value,first_purchase_month,last_purchase_month,orders_per_month,avg_items_per_order
12391.0,2011-11-18,2011-11-18,1,439.66,293,22,0,439.66,2011-11-01,2011-11-01,1.0,293.0
12393.0,2011-01-11,2011-09-28,4,1582.6000000000001,816,73,260,395.65000000000003,2011-01-01,2011-09-01,0.46153846153846156,204.0
12394.0,2011-05-06,2011-10-07,2,1272.48,819,64,154,636.24,2011-05-01,2011-10-01,0.3896103896103896,409.5
12395.0,2010-12-03,2011-11-20,12,3018.63,2118,20,352,251.5525,2010-12-01,2011-11-01,1.0227272727272727,176.5
12397.0,2011-07-27,2011-11-04,2,2409.9,1263,36,100,1204.95,2011-07-01,2011-11-01,0.6,631.5
12398.0,2011-10-25,2011-10-25,1,1635.6599999999999,1394,46,0,1635.6599999999999,2011-10-01,2011-10-01,1.0,1394.0
12399.0,2011-03-23,2011-08-12,4,1108.65,1178,120,142,277.1625,2011-03-01,2011-08-01,0.8450704225352113,294.5
12401.0,2011-02-09,2011-02-09,1,84.3,11,304,0,84.3,2011-02-01,2011-02-01,1.0,11.0
12402.0,2011-01-20,2011-01-20,1,225.60000000000002,94,324,0,225.60000000000002,2011-01-01,2011-01-01,1.0,94.0
12403.0,2011-10-21,2011-10-21,1,427.7,96,50,0,427.7,2011-10-01,2011-10-01,1.0,96.0
12405.0,2011-07-14,2011-07-14,1,1710.39,857,149,0,1710.39,2011-07-01,2011-07-01,1.0,857.0
12406.0,2011-06-09,2011-11-17,2,3415.3,1818,23,161,1707.65,2011-06-01,2011-11-01,0.3726708074534162,909.0
12407.0,2011-03-20,2011-10-21,5,1708.12,1416,50,215,341.62399999999997,2011-03-01,2011-10-01,0.6976744186046512,283.2
12408.0,2011-03-24,2011-11-07,5,2888.55,1409,33,228,577.71,2011-03-01,2011-11-01,0.6578947368421053,281.8
12409.0,2011-06-10,2011-09-22,3,11072.67,5551,79,104,3690.89,2011-06-01,2011-09-01,0.8653846153846153,1850.3333333333333
12410.0,2011-02-04,2011-02-04,2,693.33,211,309,0,346.665,2011-02-01,2011-02-01,2.0,105.5
12412.0,2011-06-23,2011-09-26,3,1226.88,829,75,95,408.96000000000004,2011-06-01,2011-09-01,0.9473684210526316,276.3333333333333
12413.0,2011-01-06,2011-10-04,3,758.1,286,67,271,252.70000000000002,2011-01-01,2011-10-01,0.33210332103321033,95.33333333333333
12414.0,2011-02-02,2011-05-06,3,562.4100000000001,300,218,93,187.47000000000003,2011-02-01,2011-05-01,0.9677419354838709,100.0
12415.0,2011-01-06,2011-11-15,21,124914.53,77374,25,313,5948.310952380953,2011-01-01,2011-11-01,2.012779552715655,3684.4761904761904
12417.0,2010-12-17,2011-12-06,9,3649.1,1552,4,354,405.4555555555555,2010-12-01,2011-12-01,0.7627118644067796,172.44444444444446
12418.0,2011-08-19,2011-08-19,1,668.58,407,113,0,668.58,2011-08-01,2011-08-01,1.0,407.0
12420.0,2011-10-07,2011-10-07,1,600.39,345,64,0,600.39,2011-10-01,2011-10-01,1.0,345.0
12421.0,2011-01-24,2011-11-24,4,807.04,484,16,304,201.76,2011-01-01,2011-11-01,0.39473684210526316,121.0
12422.0,2011-01-19,2011-09-05,3,803.5600000000001,370,96,229,267.85333333333335,2011-01-01,2011-09-01,0.3930131004366812,123.33333333333333
12423.0,2010-12-21,2011-12-09,8,1859.31,1339,1,353,232.41375,2010-12-01,2011-12-01,0.6798866855524078,167.375
12424.0,2011-06-30,2011-06-30,2,1760.96,740,163,0,880.48,2011-06-01,2011-06-01,2.0,370.0
12425.0,2011-09-22,2011-09-22,1,777.2,496,79,0,777.2,2011-09-01,2011-09-01,1.0,496.0
12426.0,2011-05-29,2011-05-29,1,582.73,258,195,0,582.73,2011-05-01,2011-05-01,1.0,258.0
12427.0,2010-12-03,2011-11-18,3,825.8000000000001,533,22,350,275.2666666666667,2010-12-01,2011-11-01,0.2571428571428572,177.66666666666666
12428.0,2011-03-01,2011-11-14,9,7956.46,3536,26,258,884.0511111111111,2011-03-01,2011-11-01,1.0465116279069768,392.8888888888889
12429.0,2010-12-09,2011-11-30,4,3750.4,1557,10,356,937.6,2010-12-01,2011-11-01,0.33707865168539325,389.25
12430.0,2011-10-27,2011-10-27,1,256.4,117,44,0,256.4,2011-10-01,2011-10-01,1.0,117.0
12431.0,2010-12-01,2011-11-04,15,6419.95,2896,36,338,427.99666666666667,2010-12-01,2011-11-01,1.331360946745562,193.06666666666666
12432.0,2011-06-20,2011-10-28,5,5059.32,1801,43,130,1011.8639999999999,2011-06-01,2011-10-01,1.153846153846154,360.2
12433.0,2010-12-01,2011-12-09,7,13375.87,11071,1,373,1910.8385714285716,2010-12-01,2011-12-01,0.5630026809651475,1581.5714285714287
12434.0,2011-03-24,2011-09-16,2,806.14,394,85,176,403.07,2011-03-01,2011-09-01,0.34090909090909094,197.0
12435.0,2011-03-17,2011-09-21,2,7829.89,2055,80,188,3914.945,2011-03-01,2011-09-01,0.3191489361702128,1027.5
12436.0,2011-09-01,2011-09-01,1,509.01,211,100,0,509.01,2011-09-01,2011-09-01,1.0,211.0
12437.0,2011-01-12,2011-12-08,18,4951.41,2922,2,330,275.0783333333333,2011-01-01,2011-12-01,1.6363636363636365,162.33333333333334
12438.0,2011-07-22,2011-11-25,2,2906.85,1180,15,126,1453.425,2011-07-01,2011-11-01,0.47619047619047616,590.0
12441.0,2010-12-08,2010-12-08,1,173.55,121,367,0,173.55,2010-12-01,2010-12-01,1.0,121.0
12442.0,2011-12-06,2011-12-06,1,172.06,182,4,0,172.06,2011-12-01,2011-12-01,1.0,182.0
12444.0,2011-06-21,2011-11-18,5,5005.46,1153,22,150,1001.092,2011-06-01,2011-11-01,1.0,230.6
12445.0,2011-11-17,2011-11-17,1,133.4,62,23,0,133.4,2011-11-01,2011-11-01,1.0,62.0
12446.0,2011-10-13,2011-10-13,1,1002.3100000000001,351,58,0,1002.3100000000001,2011-10-01,2011-10-01,1.0,351.0
12447.0,2011-04-10,2011-04-10,1,476.49,190,244,0,476.49,2011-04-01,2011-04-01,1.0,190.0
12448.0,2011-10-26,2011-10-26,1,449.45,243,45,0,449.45,2011-10-01,2011-10-01,1.0,243.0
12449.0,2011-06-05,2011-11-17,4,4067.29,1553,23,165,1016.8225,2011-06-01,2011-11-01,0.7272727272727273,388.25
12450.0,2011-06-19,2011-07-06,2,197.88,128,157,17,98.94,2011-06-01,2011-07-01,2.0,64.0
12451.0,2011-01-19,2011-11-29,5,9035.52,6575,11,314,1807.104,2011-01-01,2011-11-01,0.47770700636942676,1315.0
12452.0,2011-11-23,2011-11-23,2,430.57000000000005,185,17,0,215.28500000000003,2011-11-01,2011-11-01,2.0,92.5
12453.0,2011-07-28,2011-07-28,1,707.09,473,135,0,707.09,2011-07-01,2011-07-01,1.0,473.0
12454.0,2011-10-14,2011-10-14,1,3528.34,1006,57,0,3528.34,2011-10-01,2011-10-01,1.0,1006.0
12455.0,2011-02-16,2011-09-27,6,2466.86,2089,74,223,411.1433333333334,2011-02-01,2011-09-01,0.8071748878923767,348.1666666666667
12456.0,2011-03-30,2011-10-26,3,3181.04,1633,45,210,1060.3466666666666,2011-03-01,2011-10-01,0.42857142857142855,544.3333333333334
12457.0,2011-04-14,2011-10-04,7,2363.23,843,67,173,337.6042857142857,2011-04-01,2011-10-01,1.2138728323699421,120.42857142857143
12458.0,2011-02-28,2011-09-29,2,947.4,506,72,213,473.7,2011-02-01,2011-09-01,0.28169014084507044,253.0
12461.0,2011-07-08,2011-09-06,2,826.88,287,95,60,413.44,2011-07-01,2011-09-01,1.0,143.5
12462.0,2011-02-09,2011-11-21,2,1189.59,536,19,285,594.795,2011-02-01,2011-11-01,0.21052631578947367,268.0
12463.0,2011-04-12,2011-10-17,4,1344.78,776,54,188,336.195,2011-04-01,2011-10-01,0.6382978723404256,194.0
12464.0,2011-02-03,2011-11-29,8,1212.05,112,11,299,151.50625,2011-02-01,2011-11-01,0.802675585284281,14.0
12465.0,2011-06-23,2011-11-22,2,742.19,479,18,152,371.095,2011-06-01,2011-11-01,0.39473684210526316,239.5
12468.0,2011-01-27,2011-06-05,2,729.54,366,188,129,364.77,2011-01-01,2011-06-01,0.46511627906976744,183.0
12471.0,2010-12-10,2011-12-07,30,19788.65,8200,3,362,659.6216666666667,2010-12-01,2011-12-01,2.4861878453038675,273.3333333333333
12472.0,2010-12-05,2011-11-07,7,6572.11,4148,33,337,938.8728571428571,2010-12-01,2011-11-01,0.6231454005934719,592.5714285714286
12473.0,2011-06-01,2011-11-10,5,3928.05,2414,30,162,785.61,2011-06-01,2011-11-01,0.9259259259259258,482.8
12474.0,2011-01-14,2011-11-22,18,7324.09,4833,18,312,406.8938888888889,2011-01-01,2011-11-01,1.7307692307692306,268.5
12475.0,2011-10-17,2011-10-17,1,723.38,535,54,0,723.38,2011-10-01,2011-10-01,1.0,535.0
12476.0,2010-12-13,2011-11-24,11,6816.42,2408,16,346,619.6745454545454,2010-12-01,2011-11-01,0.953757225433526,218.9090909090909
12477.0,2011-02-11,2011-11-17,6,13219.74,3653,23,279,2203.29,2011-02-01,2011-11-01,0.6451612903225806,608.8333333333334
12478.0,2011-12-06,2011-12-06,1,680.99,236,4,0,680.99,2011-12-01,2011-12-01,1.0,236.0
12479.0,2011-11-28,2011-11-28,1,527.2,385,12,0,527.2,2011-11-01,2011-11-01,1.0,385.0
12480.0,2011-01-07,2011-11-11,4,3281.63,1707,29,308,820.4075,2011-01-01,2011-11-01,0.3896103896103896,426.75
12481.0,2010-12-09,2011-11-17,10,5579.82,3294,23,343,557.982,2010-12-01,2011-11-01,0.8746355685131195,329.4
12483.0,2011-01-04,2011-11-22,8,2484.98,1110,18,322,310.6225,2011-01-01,2011-11-01,0.7453416149068324,138.75
12484.0,2011-01-07,2011-11-07,6,4527.32,2187,33,304,754.5533333333333,2011-01-01,2011-11-01,0.5921052631578948,364.5
12488.0,2011-09-25,2011-11-30,3,1298.66,529,10,66,432.8866666666667,2011-09-01,2011-11-01,1.3636363636363635,176.33333333333334
12489.0,2011-01-07,2011-01-07,1,334.93,105,337,0,334.93,2011-01-01,2011-01-01,1.0,105.0
12490.0,2011-01-14,2011-12-04,10,5417.93,3064,6,324,541.793,2011-01-01,2011-12-01,0.9259259259259258,306.4
12491.0,2011-11-01,2011-11-01,1,460.40000000000003,260,39,0,460.40000000000003,2011-11-01,2011-11-01,1.0,260.0
12492.0,2011-08-26,2011-10-07,2,263.21000000000004,192,64,42,131.60500000000002,2011-08-01,2011-10-01,1.4285714285714286,96.0
12493.0,2011-05-26,2011-06-27,2,433.74,207,166,32,216.87,2011-05-01,2011-06-01,1.875,103.5
12494.0,2010-12-09,2011-11-24,7,1246.1,707,16,350,178.0142857142857,2010-12-01,2011-11-01,0.6,101.0
12497.0,2011-09-19,2011-09-19,1,1043.1,1236,82,0,1043.1,2011-09-01,2011-09-01,1.0,1236.0
12498.0,2011-10-13,2011-11-18,3,403.70000000000005,159,22,36,134.5666666666667,2011-10-01,2011-11-01,2.5,53.0
12500.0,2011-01-10,2011-11-16,11,4257.82,2678,24,310,387.07454545454544,2011-01-01,2011-11-01,1.064516129032258,243.45454545454547
12501.0,2011-01-07,2011-01-07,1,2169.39,1783,337,0,2169.39,2011-01-01,2011-01-01,1.0,1783.0
12502.0,2011-02-03,2011-09-05,5,3723.87,820,96,214,744.774,2011-02-01,2011-09-01,0.7009345794392523,164.0
12504.0,2011-11-09,2011-11-21,2,482.04999999999995,90,19,12,241.02499999999998,2011-11-01,2011-11-01,2.0,45.0
12506.0,2011-04-21,2011-04-21,1,73.5,23,233,0,73.5,2011-04-01,2011-04-01,1.0,23.0
12507.0,2011-02-14,2011-07-28,3,1304.81,894,135,164,434.93666666666667,2011-02-01,2011-07-01,0.5487804878048781,298.0
12508.0,2011-11-10,2011-11-13,2,397.88,271,27,3,198.94,2011-11-01,2011-11-01,2.0,135.5
12509.0,2011-02-28,2011-02-28,1,176.5,55,285,0,176.5,2011-02-01,2011-02-01,1.0,55.0
12510.0,2011-01-18,2011-07-20,2,982.5699999999999,353,143,183,491.28499999999997,2011-01-01,2011-07-01,0.3278688524590164,176.5
12512.0,2011-10-04,2011-10-04,2,132.18,96,67,0,66.09,2011-10-01,2011-10-01,2.0,48.0
12513.0,2011-08-19,2011-08-19,1,612.29,462,113,0,612.29,2011-08-01,2011-08-01,1.0,462.0
12514.0,2011-03-17,2011-03-17,1,1017.6800000000001,440,268,0,1017.6800000000001,2011-03-01,2011-03-01,1.0,440.0
12515.0,2010-12-21,2010-12-21,1,383.7,131,354,0,383.7,2010-12-01,2010-12-01,1.0,131.0
12516.0,2011-06-12,2011-09-23,2,1312.06,875,78,103,656.03,2011-06-01,2011-09-01,0.5825242718446603,437.5
12517.0,2011-06-02,2011-11-11,5,2481.6,1361,29,162,496.32,2011-06-01,2011-11-01,0.9259259259259258,272.2
12518.0,2011-08-21,2011-12-09,5,2056.89,1318,1,110,411.378,2011-08-01,2011-12-01,1.3636363636363638,263.6
12519.0,2011-10-07,2011-10-07,1,330.84000000000003,175,64,0,330.84000000000003,2011-10-01,2011-10-01,1.0,175.0
12520.0,2011-03-11,2011-09-21,5,2634.26,1439,80,194,526.8520000000001,2011-03-01,2011-09-01,0.7731958762886598,287.8
12521.0,2011-07-20,2011-07-20,1,599.68,309,143,0,599.68,2011-07-01,2011-07-01,1.0,309.0
12522.0,2011-10-19,2011-10-31,2,192.72,194,40,12,96.36,2011-10-01,2011-10-01,2.0,97.0
12523.0,2011-01-12,2011-11-20,11,1789.77,865,20,312,162.70636363636365,2011-01-01,2011-11-01,1.0576923076923077,78.63636363636364
12524.0,2011-01-10,2011-11-30,8,4485.72,3699,10,324,560.715,2011-01-01,2011-11-01,0.7407407407407407,462.375
12526.0,2011-09-06,2011-12-09,3,1316.66,632,1,94,438.8866666666667,2011-09-01,2011-12-01,0.9574468085106383,210.66666666666666
12527.0,2011-01-18,2011-09-19,3,348.71000000000004,234,82,244,116.23666666666668,2011-01-01,2011-09-01,0.36885245901639346,78.0
12528.0,2011-01-31,2011-11-30,6,1933.48,756,10,303,322.24666666666667,2011-01-01,2011-11-01,0.594059405940594,126.0
12530.0,2011-01-07,2011-10-11,4,1662.28,913,60,277,415.57,2011-01-01,2011-10-01,0.43321299638989175,228.25
12531.0,2011-11-25,2011-11-25,1,125.22,45,15,0,125.22,2011-11-01,2011-11-01,1.0,45.0
12532.0,2011-11-09,2011-11-09,1,349.83000000000004,153,31,0,349.83000000000004,2011-11-01,2011-11-01,1.0,153.0
12534.0,2011-08-01,2011-08-01,1,1089.18,651,131,0,1089.18,2011-08-01,2011-08-01,1.0,651.0
12535.0,2011-06-06,2011-09-09,2,716.35,219,92,95,358.175,2011-06-01,2011-09-01,0.6315789473684211,109.5
12536.0,2011-10-11,2011-10-27,3,12601.830000000002,2803,44,16,4200.610000000001,2011-10-01,2011-10-01,3.0,934.3333333333334
12538.0,2011-11-10,2011-11-10,1,363.95,191,30,0,363.95,2011-11-01,2011-11-01,1.0,191.0
12539.0,2011-01-10,2011-11-17,4,5568.35,2067,23,311,1392.0875,2011-01-01,2011-11-01,0.3858520900321543,516.75
12540.0,2010-12-13,2011-11-20,17,13400.24,6685,20,342,788.2494117647059,2010-12-01,2011-11-01,1.4912280701754386,393.2352941176471
12541.0,2011-03-04,2011-11-10,3,981.18,680,30,251,327.06,2011-03-01,2011-11-01,0.3585657370517928,226.66666666666666
12544.0,2011-11-03,2011-11-03,1,372.7,136,37,0,372.7,2011-11-01,2011-11-01,1.0,136.0
12545.0,2011-03-25,2011-09-25,2,1000.39,523,76,184,500.195,2011-03-01,2011-09-01,0.32608695652173914,261.5
12546.0,2011-09-23,2011-10-24,2,1161.5,633,47,31,580.75,2011-09-01,2011-10-01,1.9354838709677418,316.5
12547.0,2011-03-04,2011-05-26,2,207.8,134,198,83,103.9,2011-03-01,2011-05-01,0.7228915662650602,67.0
12548.0,2011-06-26,2011-06-26,1,95.19999999999999,49,167,0,95.19999999999999,2011-06-01,2011-06-01,1.0,49.0
12550.0,2011-09-21,2011-09-21,1,964.83,569,80,0,964.83,2011-09-01,2011-09-01,1.0,569.0
12551.0,2010-12-17,2010-12-17,1,168.0,100,358,0,168.0,2010-12-01,2010-12-01,1.0,100.0
12552.0,2011-10-31,2011-11-01,2,437.82,88,39,1,218.91,2011-10-01,2011-11-01,2.0,44.0
12553.0,2011-01-14,2011-12-01,10,3692.28,1965,9,321,369.228,2011-01-01,2011-12-01,0.9345794392523366,196.5
12556.0,2011-07-11,2011-10-20,2,599.56,355,51,101,299.78,2011-07-01,2011-10-01,0.594059405940594,177.5
12557.0,2010-12-03,2011-11-23,5,11990.960000000001,4384,17,355,2398.192,2010-12-01,2011-11-01,0.4225352112676056,876.8
12558.0,2011-12-02,2011-12-02,1,269.96,196,8,0,269.96,2011-12-01,2011-12-01,1.0,196.0
12559.0,2011-01-24,2011-02-02,2,561.71,283,311,9,280.855,2011-01-01,2011-02-01,2.0,141.5
12560.0,2011-07-19,2011-12-04,3,2134.01,1110,6,138,711.3366666666667,2011-07-01,2011-12-01,0.6521739130434783,370.0
12561.0,2011-02-10,2011-02-10,1,238.85,177,303,0,238.85,2011-02-01,2011-02-01,1.0,177.0
12562.0,2011-05-25,2011-12-01,7,3781.7400000000002,1779,9,190,540.2485714285715,2011-05-01,2011-12-01,1.105263157894737,254.14285714285714
12564.0,2011-03-23,2011-03-23,1,456.90000000000003,133,262,0,456.90000000000003,2011-03-01,2011-03-01,1.0,133.0
12565.0,2011-02-24,2011-02-24,1,145.92000000000002,80,289,0,145.92000000000002,2011-02-01,2011-02-01,1.0,80.0
12566.0,2011-09-14,2011-09-14,1,351.65,265,87,0,351.65,2011-09-01,2011-09-01,1.0,265.0
12567.0,2010-12-05,2011-11-17,10,9401.28,4305,23,347,940.128,2010-12-01,2011-11-01,0.8645533141210375,430.5
12569.0,2011-04-01,2011-12-07,32,4124.6900000000005,1801,3,250,128.89656250000002,2011-04-01,2011-12-01,3.84,56.28125
12571.0,2011-08-10,2011-10-31,2,519.61,523,40,82,259.805,2011-08-01,2011-10-01,0.7317073170731707,261.5
12572.0,2011-10-19,2011-12-01,2,1020.4200000000001,452,9,43,510.21000000000004,2011-10-01,2011-12-01,1.3953488372093024,226.0
12573.0,2011-04-26,2011-04-26,1,160.54000000000002,84,228,0,160.54000000000002,2011-04-01,2011-04-01,1.0,84.0
12574.0,2011-01-28,2011-01-28,1,218.45000000000002,61,316,0,218.45000000000002,2011-01-01,2011-01-01,1.0,61.0
12576.0,2011-02-08,2011-11-04,5,1315.83,967,36,269,263.166,2011-02-01,2011-11-01,0.5576208178438662,193.4
12577.0,2010-12-15,2011-11-04,3,626.6,469,36,324,208.86666666666667,2010-12-01,2011-11-01,0.27777777777777773,156.33333333333334
12578.0,2011-01-13,2011-11-18,2,2794.51,1196,22,309,1397.255,2011-01-01,2011-11-01,0.1941747572815534,598.0
12579.0,2011-09-22,2011-09-22,1,440.42,285,79,0,440.42,2011-09-01,2011-09-01,1.0,285.0
12580.0,2011-04-07,2011-04-07,1,415.7,238,247,0,415.7,2011-04-01,2011-04-01,1.0,238.0
12581.0,2011-10-31,2011-10-31,1,197.71,161,40,0,197.71,2011-10-01,2011-10-01,1.0,161.0
12582.0,2011-02-24,2011-04-15,2,511.36,300,239,50,255.68,2011-02-01,2011-04-01,1.2,150.0
12583.0,2010-12-01,2011-12-07,15,7281.38,5060,3,371,485.42533333333336,2010-12-01,2011-12-01,1.2129380053908356,337.3333333333333
12584.0,2011-03-04,2011-12-06,9,2338.15,416,4,277,259.7944444444445,2011-03-01,2011-12-01,0.9747292418772564,46.22222222222222
12585.0,2010-12-23,2011-04-19,2,2040.1,1279,235,117,1020.05,2010-12-01,2011-04-01,0.5128205128205129,639.5
12586.0,2011-11-22,2011-11-22,1,196.94000000000003,79,18,0,196.94000000000003,2011-11-01,2011-11-01,1.0,79.0
12587.0,2011-12-02,2011-12-02,1,144.0,51,8,0,144.0,2011-12-01,2011-12-01,1.0,51.0
12588.0,2011-10-31,2011-10-31,1,214.89999999999998,53,40,0,214.89999999999998,2011-10-01,2011-10-01,1.0,53.0
12589.0,2011-07-18,2011-11-11,2,646.68,306,29,116,323.34,2011-07-01,2011-11-01,0.5172413793103449,153.0
12590.0,2011-05-12,2011-05-12,2,9864.26,4283,212,0,4932.13,2011-05-01,2011-05-01,2.0,2141.5
12591.0,2011-01-26,2011-01-26,1,452.84999999999997,228,318,0,452.84999999999997,2011-01-01,2011-01-01,1.0,228.0
12592.0,2011-05-10,2011-09-08,2,437.6,290,93,121,218.8,2011-05-01,2011-09-01,0.49586776859504134,145.0
12593.0,2011-05-05,2011-08-23,3,418.1,206,109,110,139.36666666666667,2011-05-01,2011-08-01,0.8181818181818182,68.66666666666667
12594.0,2011-01-21,2011-11-02,10,3338.2200000000003,1777,38,285,333.822,2011-01-01,2011-11-01,1.0526315789473684,177.7
12596.0,2011-04-11,2011-10-19,2,618.27,474,52,191,309.135,2011-04-01,2011-10-01,0.31413612565445026,237.0
12597.0,2011-03-16,2011-11-20,4,3811.22,2236,20,249,952.805,2011-03-01,2011-11-01,0.48192771084337344,559.0
12598.0,2011-02-28,2011-11-30,8,3023.08,1964,10,275,377.885,2011-02-01,2011-11-01,0.8727272727272728,245.5
12599.0,2011-02-08,2011-11-10,7,1032.58,956,30,275,147.51142857142855,2011-02-01,2011-11-01,0.7636363636363637,136.57142857142858
12600.0,2010-12-03,2011-11-11,10,2599.04,774,29,343,259.904,2010-12-01,2011-11-01,0.8746355685131195,77.4
12601.0,2011-01-11,2011-06-03,5,577.0600000000001,245,190,143,115.412,2011-01-01,2011-06-01,1.048951048951049,49.0
12602.0,2011-10-12,2011-10-12,1,153.12,162,59,0,153.12,2011-10-01,2011-10-01,1.0,162.0
12603.0,2011-11-18,2011-11-18,1,739.1999999999999,63,22,0,739.1999999999999,2011-11-01,2011-11-01,1.0,63.0
12604.0,2011-03-23,2011-09-21,2,254.18,201,80,182,127.09,2011-03-01,2011-09-01,0.32967032967032966,100.5
12607.0,2011-10-10,2011-10-10,1,1579.51,1228,61,0,1579.51,2011-10-01,2011-10-01,1.0,1228.0
12609.0,2011-01-25,2011-09-22,3,1126.85,648,79,240,375.6166666666666,2011-01-01,2011-09-01,0.375,216.0
12610.0,2011-08-05,2011-11-17,5,2099.54,1049,23,104,419.908,2011-08-01,2011-11-01,1.4423076923076923,209.8
12611.0,2011-10-18,2011-10-18,1,1193.32,846,53,0,1193.32,2011-10-01,2011-10-01,1.0,846.0
12612.0,2011-09-26,2011-09-26,1,704.04,262,75,0,704.04,2011-09-01,2011-09-01,1.0,262.0
12613.0,2011-03-22,2011-10-13,5,3344.38,1644,58,205,668.876,2011-03-01,2011-10-01,0.7317073170731707,328.8
12614.0,2011-03-07,2011-03-07,1,315.6,76,278,0,315.6,2011-03-01,2011-03-01,1.0,76.0
