customer_id,recency,frequency,monetary,R_score,frequency_rank,F_score,monetary_rank,M_score,RFM_score,RFM_code,segment
12556.0,51,2,599.56,3,1531.0,2,1997.0,3,8,323,Potential
12557.0,17,5,11990.96,4,3237.0,4,4257.0,5,13,445,Potential
12558.0,8,1,269.96,5,56.0,1,942.0,2,8,512,Unclassified
12559.0,311,2,561.71,1,1532.0,2,1909.0,3,6,123,Lost
12560.0,6,3,2134.01,5,2346.0,3,3512.0,5,13,535,Unclassified
12561.0,303,1,238.85,1,57.0,1,829.0,1,3,111,Lost
12562.0,9,7,3781.74,5,3644.0,5,3932.0,5,15,555,Loyal
12564.0,262,1,456.9,1,58.0,1,1656.0,2,4,112,Lost
12565.0,289,1,145.92000000000002,1,59.0,1,382.0,1,3,111,Lost
12566.0,87,1,351.65,2,60.0,1,1311.0,2,5,212,At Risk
12567.0,23,10,9401.28,4,3952.0,5,4226.0,5,14,455,Potential
12569.0,3,32,4124.6900000000005,5,4300.0,5,3988.0,5,15,555,Loyal
12571.0,40,2,519.61,3,1533.0,2,1815.0,3,8,323,Potential
12572.0,9,2,1020.42,5,1534.0,2,2705.0,4,11,524,Unclassified
12573.0,228,1,160.54000000000002,1,61.0,1,467.0,1,3,111,Lost
12574.0,316,1,218.45,1,62.0,1,747.0,1,3,111,Lost
12576.0,36,5,1315.83,3,3238.0,4,3007.0,4,11,344,Potential
12577.0,36,3,626.6,3,2347.0,3,2067.0,3,9,333,Potential
12578.0,22,2,2794.51,4,1535.0,2,3737.0,5,11,425,Potential
12579.0,79,1,440.42,2,63.0,1,1621.0,2,5,212,At Risk
12580.0,247,1,415.7,1,64.0,1,1542.0,2,4,112,Lost
12581.0,40,1,197.71,3,65.0,1,644.0,1,5,311,Unclassified
12582.0,239,2,511.36,1,1536.0,2,1794.0,3,6,123,Lost
12583.0,3,15,7281.38,5,4150.0,5,4185.0,5,15,555,Loyal
12584.0,4,9,2338.15,5,3882.0,5,3585.0,5,15,555,Loyal
12585.0,235,2,2040.1,1,1537.0,2,3460.0,4,7,124,Lost
12586.0,18,1,196.94000000000003,4,66.0,1,639.0,1,6,411,Unclassified
12587.0,8,1,144.0,5,67.0,1,371.0,1,7,511,Unclassified
12588.0,40,1,214.9,3,68.0,1,726.0,1,5,311,Unclassified
12589.0,29,2,646.68,4,1538.0,2,2117.0,3,9,423,Potential
12590.0,212,2,9864.26,1,1539.0,2,4234.0,5,8,125,Lost
12591.0,318,1,452.85,1,69.0,1,1641.0,2,4,112,Lost
12592.0,93,2,437.6,2,1540.0,2,1608.0,2,6,222,At Risk
12593.0,109,3,418.1,2,2348.0,3,1559.0,2,7,232,At Risk
12594.0,38,10,3338.2200000000003,3,3953.0,5,3846.0,5,13,355,Potential
12596.0,52,2,618.27,3,1541.0,2,2043.0,3,8,323,Potential
12597.0,20,4,3811.22,4,2851.0,4,3940.0,5,13,445,Potential
12598.0,10,8,3023.08,5,3787.0,5,3790.0,5,15,555,Loyal
12599.0,30,7,1032.58,4,3645.0,5,2721.0,4,13,454,Potential
12600.0,29,10,2599.04,4,3954.0,5,3667.0,5,14,455,Potential
12601.0,190,5,577.0600000000001,1,3239.0,4,1942.0,3,8,143,Lost
12602.0,59,1,153.12,3,70.0,1,421.0,1,5,311,Unclassified
12603.0,22,1,739.1999999999999,4,71.0,1,2311.0,3,8,413,Potential
12604.0,80,2,254.18,2,1542.0,2,891.0,2,6,222,At Risk
12607.0,61,1,1579.51,3,72.0,1,3201.0,4,8,314,Potential
12609.0,79,3,1126.85,2,2349.0,3,2838.0,4,9,234,At Risk
12610.0,23,5,2099.54,4,3240.0,4,3497.0,5,13,445,Potential
12611.0,53,1,1193.32,3,73.0,1,2893.0,4,8,314,Potential
12612.0,75,1,704.04,2,74.0,1,2248.0,3,6,213,At Risk
12613.0,58,5,3344.38,3,3241.0,4,3848.0,5,12,345,Potential
12614.0,278,1,315.6,1,75.0,1,1147.0,2,4,112,Lost
12615.0,3,4,2291.19,5,2852.0,4,3568.0,5,14,545,Loyal
12616.0,96,2,713.3,2,1543.0,2,2272.0,3,7,223,At Risk
12617.0,30,1,352.98,4,76.0,1,1316.0,2,7,412,Potential
12618.0,22,1,177.31,4,77.0,1,548.0,1,6,411,Unclassified
12619.0,17,9,3641.24,4,3883.0,5,3905.0,5,14,455,Potential
12620.0,15,3,1339.41,4,2350.0,3,3027.0,4,11,434,Potential
12621.0,2,20,13689.67,5,4232.0,5,4273.0,5,15,555,Loyal
12622.0,233,1,180.1,1,78.0,1,568.0,1,3,111,Lost
12623.0,277,1,305.1,1,79.0,1,1076.0,2,4,112,Lost
12624.0,107,2,641.13,2,1544.0,2,2101.0,3,7,223,At Risk
12625.0,212,2,2683.82,1,1545.0,2,3700.0,5,8,125,Lost
12626.0,24,9,6620.4800000000005,4,3884.0,5,4156.0,5,14,455,Potential
12627.0,11,7,4478.53,5,3646.0,5,4021.0,5,15,555,Loyal
12628.0,5,3,786.46,5,2351.0,3,2394.0,3,11,533,Unclassified
12630.0,10,2,1270.88,5,1546.0,2,2965.0,4,11,524,Unclassified
12631.0,58,1,640.5,3,80.0,1,2098.0,3,7,313,Potential
12633.0,59,4,2163.98,3,2853.0,4,3521.0,5,12,345,Potential
12635.0,90,2,1689.18,2,1547.0,2,3269.0,4,8,224,At Risk
12637.0,68,8,6002.9,3,3788.0,5,4130.0,5,13,355,Potential
12638.0,34,1,671.69,3,81.0,1,2171.0,3,7,313,Potential
12639.0,239,1,486.1,1,82.0,1,1730.0,2,4,112,Lost
12640.0,24,3,1174.58,4,2352.0,3,2881.0,4,11,434,Potential
12641.0,116,1,185.9,2,83.0,1,594.0,1,4,211,At Risk
12642.0,26,3,1013.26,4,2353.0,3,2698.0,4,11,434,Potential
12643.0,129,6,3344.64,2,3472.0,5,3849.0,5,12,255,At Risk
12644.0,130,1,477.91,2,84.0,1,1707.0,2,5,212,At Risk
12645.0,34,4,1775.18,3,2854.0,4,3322.0,4,11,344,Potential
12646.0,5,2,1346.97,5,1548.0,2,3037.0,4,11,524,Unclassified
12647.0,23,12,3722.82,4,4055.0,5,3924.0,5,14,455,Potential
12648.0,155,1,318.05,2,85.0,1,1163.0,2,5,212,At Risk
12649.0,108,3,623.51,2,2354.0,3,2063.0,3,8,233,At Risk
12650.0,4,1,314.44,5,86.0,1,1142.0,2,8,512,Unclassified
12651.0,335,1,114.0,1,87.0,1,236.0,1,3,111,Lost
12652.0,332,1,919.98,1,88.0,1,2580.0,3,5,113,Lost
12653.0,149,2,2209.85,2,1549.0,2,3536.0,5,9,225,At Risk
12654.0,11,5,601.98,5,3242.0,4,2004.0,3,12,543,Loyal
12656.0,18,5,4051.17,4,3243.0,4,3975.0,5,13,445,Potential
12657.0,12,4,1643.18,5,2855.0,4,3243.0,4,13,544,Loyal
12658.0,19,1,686.05,4,89.0,1,2210.0,3,8,413,Potential
12659.0,30,1,91.68,4,90.0,1,130.0,1,6,411,Unclassified
12660.0,12,1,245.1,5,91.0,1,855.0,1,7,511,Unclassified
12662.0,1,11,3849.78,5,4005.0,5,3946.0,5,15,555,Loyal
12664.0,9,9,4881.88,5,3885.0,5,4056.0,5,15,555,Loyal
12665.0,325,1,63.0,1,92.0,1,60.0,1,3,111,Lost
12667.0,59,1,620.13,3,93.0,1,2047.0,3,7,313,Potential
12668.0,12,4,3807.15,5,2856.0,4,3937.0,5,14,545,Loyal
12669.0,151,3,2744.03,2,2355.0,3,3721.0,5,10,235,At Risk
12670.0,11,5,2996.05,5,3244.0,4,3782.0,5,14,545,Loyal
12672.0,330,1,225.9,1,94.0,1,777.0,1,3,111,Lost
12673.0,6,2,610.52,5,1550.0,2,2024.0,3,10,523,Unclassified
12674.0,39,4,1970.6,3,2857.0,4,3429.0,4,11,344,Potential
12676.0,25,6,1331.39,4,3473.0,5,3020.0,4,13,454,Potential
12678.0,43,12,17628.46,3,4056.0,5,4290.0,5,13,355,Potential
12679.0,59,4,1113.02,3,2858.0,4,2820.0,4,11,344,Potential
12680.0,1,4,862.81,5,2859.0,4,2506.0,3,12,543,Loyal
12681.0,15,22,13787.54,4,4255.0,5,4274.0,5,14,455,Potential
12682.0,4,31,12279.82,5,4297.0,5,4260.0,5,15,555,Loyal
12683.0,5,15,8476.57,5,4151.0,5,4212.0,5,15,555,Loyal
12684.0,8,7,2283.63,5,3647.0,5,3566.0,5,15,555,Loyal
12685.0,29,6,2863.08,4,3474.0,5,3753.0,5,14,455,Potential
12686.0,372,1,89.14,1,95.0,1,118.0,1,3,111,Lost
12688.0,114,1,4873.81,2,96.0,1,4055.0,5,8,215,At Risk
12689.0,26,2,1247.61,4,1551.0,2,2939.0,4,10,424,Potential
12690.0,206,1,389.01,1,97.0,1,1452.0,2,4,112,Lost
12691.0,29,6,1035.8,4,3475.0,5,2727.0,4,13,454,Potential
12693.0,128,4,855.91,2,2860.0,4,2497.0,3,9,243,At Risk
12694.0,71,2,869.67,3,1552.0,2,2516.0,3,8,323,Potential
12695.0,8,4,582.1,5,2861.0,4,1950.0,3,12,543,Loyal
12697.0,29,3,957.59,4,2356.0,3,2627.0,4,11,434,Potential
12700.0,8,4,4939.99,5,2862.0,4,4061.0,5,14,545,Loyal
12701.0,80,2,797.71,2,1553.0,2,2409.0,3,7,223,At Risk
12702.0,20,1,219.0,4,98.0,1,750.0,1,6,411,Unclassified
12703.0,72,1,283.55,3,99.0,1,982.0,2,6,312,Potential
12704.0,8,8,2340.84,5,3789.0,5,3587.0,5,15,555,Loyal
12705.0,16,9,6868.29,4,3886.0,5,4168.0,5,14,455,Potential
12707.0,292,1,603.42,1,100.0,1,2007.0,3,5,113,Lost
12708.0,30,10,2712.91,4,3955.0,5,3710.0,5,14,455,Potential
12709.0,16,15,9706.52,4,4152.0,5,4230.0,5,14,455,Potential
12710.0,97,3,1149.02,2,2357.0,3,2861.0,4,9,234,At Risk
12712.0,29,13,4396.13,4,4099.0,5,4012.0,5,14,455,Potential
12713.0,1,1,848.55,5,101.0,1,2484.0,3,9,513,Unclassified
12714.0,10,5,4708.86,5,3245.0,4,4041.0,5,14,545,Loyal
12715.0,107,1,343.36,2,102.0,1,1274.0,2,5,212,At Risk
12716.0,4,2,1053.49,5,1554.0,2,2751.0,4,11,524,Unclassified
12717.0,152,2,1030.98,2,1555.0,2,2717.0,4,8,224,At Risk
12718.0,72,1,238.25,3,103.0,1,828.0,1,5,311,Unclassified
12719.0,6,2,644.95,5,1556.0,2,2113.0,3,10,523,Unclassified
12720.0,3,25,5781.7300000000005,5,4268.0,5,4121.0,5,15,555,Loyal
12721.0,32,6,2656.13,4,3476.0,5,3693.0,5,14,455,Potential
12722.0,86,4,997.63,2,2863.0,4,2674.0,4,10,244,At Risk
12723.0,4,5,725.07,5,3246.0,4,2289.0,3,12,543,Loyal
12724.0,6,4,1031.41,5,2864.0,4,2719.0,4,13,544,Loyal
12725.0,372,1,427.8,1,104.0,1,1583.0,2,4,112,Lost
12726.0,29,7,2609.1,4,3648.0,5,3672.0,5,14,455,Potential
12727.0,11,7,3980.7,5,3649.0,5,3962.0,5,15,555,Loyal
12728.0,72,4,836.33,3,2865.0,4,2465.0,3,10,343,Potential
12729.0,114,1,453.01,2,105.0,1,1644.0,2,5,212,At Risk
12731.0,24,12,18895.91,4,4057.0,5,4293.0,5,14,455,Potential
12732.0,180,1,236.26,2,106.0,1,824.0,1,4,211,At Risk
12733.0,235,1,383.95,1,107.0,1,1430.0,2,4,112,Lost
12734.0,353,1,110.4,1,108.0,1,208.0,1,3,111,Lost
12735.0,316,2,779.5699999999999,1,1557.0,2,2382.0,3,6,123,Lost
12736.0,333,1,234.0,1,109.0,1,814.0,1,3,111,Lost
12738.0,373,1,155.35,1,110.0,1,435.0,1,3,111,Lost
12739.0,79,2,1013.04,2,1558.0,2,2697.0,4,8,224,At Risk
12740.0,64,1,427.6,3,111.0,1,1580.0,2,6,312,Potential
12743.0,135,2,540.13,2,1559.0,2,1860.0,3,7,223,At Risk
12744.0,52,7,21279.29,3,3650.0,5,4299.0,5,13,355,Potential
12747.0,3,11,4196.01,5,4006.0,5,3995.0,5,15,555,Loyal
12748.0,1,209,33053.19,5,4338.0,5,4310.0,5,15,555,Loyal
12749.0,4,5,4090.88,5,3247.0,4,3981.0,5,14,545,Loyal
12750.0,129,1,275.88,2,112.0,1,959.0,2,5,212,At Risk
12752.0,82,1,4366.78,2,113.0,1,4010.0,5,8,215,At Risk
12753.0,23,6,21429.39,4,3477.0,5,4300.0,5,14,455,Potential
12754.0,236,3,3010.74,1,2358.0,3,3786.0,5,9,135,Lost
12755.0,281,2,3811.95,1,1560.0,2,3941.0,5,8,125,Lost
12756.0,87,1,112.08,2,114.0,1,218.0,1,4,211,At Risk
12757.0,16,13,7834.650000000001,4,4100.0,5,4198.0,5,14,455,Potential
12758.0,117,2,2791.59,2,1561.0,2,3736.0,5,9,225,At Risk
12759.0,53,3,1531.44,3,2359.0,3,3167.0,4,10,334,Potential
12762.0,8,2,1898.52,5,1562.0,2,3400.0,4,11,524,Unclassified
12763.0,139,2,494.08,2,1563.0,2,1748.0,3,7,223,At Risk
12764.0,317,1,1693.88,1,115.0,1,3276.0,4,6,114,Lost
12766.0,4,7,6989.63,5,3651.0,5,4175.0,5,15,555,Loyal
12769.0,239,1,1143.6,1,116.0,1,2858.0,4,6,114,Lost
12770.0,211,1,1351.45,1,117.0,1,3040.0,4,6,114,Lost
12772.0,60,1,892.47,3,118.0,1,2548.0,3,7,313,Potential
12775.0,18,5,1386.04,4,3248.0,4,3066.0,4,12,444,Potential
12778.0,20,6,822.23,4,3478.0,5,2449.0,3,12,453,Potential
12779.0,38,8,3981.36,3,3790.0,5,3963.0,5,13,355,Potential
12781.0,64,2,826.74,3,1564.0,2,2454.0,3,8,323,Potential
12782.0,5,5,2330.92,5,3249.0,4,3582.0,5,14,545,Loyal
12783.0,3,6,2225.91,5,3479.0,5,3546.0,5,15,555,Loyal
12784.0,10,2,532.82,5,1565.0,2,1840.0,3,10,523,Unclassified
12785.0,365,1,311.95,1,119.0,1,1130.0,2,4,112,Lost
12787.0,10,3,463.66,5,2360.0,3,1675.0,2,10,532,Unclassified
12789.0,66,1,91.85,3,120.0,1,133.0,1,5,311,Unclassified
12790.0,193,1,324.92,1,121.0,1,1190.0,2,4,112,Lost
12791.0,374,1,192.6,1,122.0,1,620.0,1,3,111,Lost
12792.0,257,1,400.54,1,123.0,1,1491.0,2,4,112,Lost
12793.0,335,2,545.48,1,1566.0,2,1871.0,3,6,123,Lost
12794.0,54,2,860.41,3,1567.0,2,2503.0,3,8,323,Potential
12795.0,19,1,430.48,4,124.0,1,1594.0,2,7,412,Potential
12797.0,366,1,254.03,1,125.0,1,888.0,2,4,112,Lost
12798.0,11,3,6977.04,5,2361.0,3,4174.0,5,13,535,Unclassified
12802.0,187,1,427.58,1,126.0,1,1579.0,2,4,112,Lost
12808.0,37,3,483.65,3,2362.0,3,1724.0,2,8,332,Potential
12809.0,178,1,489.31,2,127.0,1,1740.0,3,6,213,At Risk
12811.0,261,3,514.85,1,2363.0,3,1802.0,3,7,133,Lost
12812.0,45,1,229.64,3,128.0,1,796.0,1,5,311,Unclassified
